department,question
勞動部勞工保險局,6. 我在失業期間沒有參加勞保，是不是就要參加國民年金保險？如果我已經以裁減資遣身分繼續參加勞保，是不是就不用再參加國民年金保險？
勞動部勞工保險局,1. 我現在是軍人（公教人員），有軍保（公教保），是否可以參加國民年金保險？
勞動部勞工保險局,7. 我目前在育嬰留職停薪期間，但是勞保還繼續加保中，是否需要參加國民年金保險？
勞動部勞工保險局,8. 替代役役男國民年金保險費補助期間為何？
勞動部勞工保險局,3. 我11月10日已經到公司上班並且加入勞保，為什麼還要參加國民年金保險？ 
勞動部勞工保險局,2. 我有在工作，但公司沒有幫我加勞保，要參加國民年金保險嗎？
勞動部勞工保險局,5. 我11月15日從舊公司離職，16日就到新公司上班，但是新公司11月20日才幫我加勞保，這樣我11月份還要參加國民年金保險嗎？ 
勞動部勞工保險局,3. 我現在在服替代役，是否需要參加國民年金保險？ 
勞動部勞工保險局,4. 我長期居住在國外，還要參加國民年金保險嗎？ 
勞動部勞工保險局,8. 我因為「職業災害傷病」，所以目前沒有在工作，但是有以遭受職業災害的勞工身分繼續參加勞保中，是否需要再參加國民年金保險？
勞動部勞工保險局,2.申請年金給付（老年、身心障礙、遺屬）
勞動部勞工保險局,1.申請接續納保資格
勞動部勞工保險局,4. 我是國民年金被保險人，如果我的家屬死亡，而他不是國民年金被保險人，這樣我可以申請國保的喪葬給付嗎？ 
勞動部勞工保險局,3. 如果支出殯葬費的人不只1位，要怎麼領取喪葬給付？又如果喪葬給付已經先被其中1個人領走，那其他也有支出殯葬費的人要怎麼辦？ 
勞動部勞工保險局,3. 我現在還是學生，為什麼也要參加國民年金保險？
勞動部勞工保險局,1. 哪些人要參加國民年金保險？如果我被勞保局納保，可以申請放棄加保嗎？又如果我沒被勞保局納保，可以申請自願加保嗎？
勞動部勞工保險局,1. 我有在工作而且也有參加勞保，要參加國民年金保險嗎？ 
勞動部勞工保險局,10.透過戶政事務所通報申請國保生育給付（一站式便民服務）相關Q&A
勞動部勞工保險局,9.生育前參加國保，生育時為勞保被保險人，但勞保年資未滿280天，不符合請領生育給付之條件，試問可否申請國保生育給付？
勞動部勞工保險局,1. 要符合什麼條件才能請領國民年金的喪葬給付？可以領到多少錢？要怎麼申請？有規定要在多久期限內提出申請嗎？
勞動部勞工保險局,4. 我在3月1日到職，剛好遇到星期日，所以公司延到3月2日星期一才幫我加勞保，這樣我3月份還要參加國民年金保險嗎？
勞動部勞工保險局,8. 我是國民年金被保險人，但我太太不是國民年金被保險人，她生產的時候，我可以請領國保的生育給付嗎？
勞動部勞工保險局,9. 我現在沒有工作，也沒參加勞保，暫時沒有打算要申請勞保老年給付，是否需要參加國民年金保險？ 
勞動部勞工保險局,4. 如果是流產、葡萄胎或子宮外孕的情況，也可以請領生育給付嗎？
勞動部勞工保險局,7. 我在參加國保期間懷孕，但是退保後才生產(或早產、死產)，這樣可以請領國保的生育給付嗎？
勞動部勞工保險局,2. 我是在國外生產(或早產、死產)的，申請書件有什麼特別規定嗎？
勞動部勞工保險局,2. 參加國民年金保險是否有排富條款？ 
勞動部勞工保險局,3.申請基本保證年金給付（老年、身心障礙）
勞動部勞工保險局,1. 要符合什麼條件才能請領國民年金的生育給付？給付金額是多少？要怎麼申請？有規定要在多久期限內提出申請嗎？
勞動部勞工保險局,1. 什麼是國民年金？是從什麼時候開辦的？參加國民年金有甚麼好處？
勞動部勞工保險局,2. 國民年金的主管機關和辦理機關分別為何？
勞動部勞工保險局,6. (承上題)那我可以先申請其他社會保險（勞保或農保）的生育給付，過一陣子再申請國保的生育給付嗎？
勞動部勞工保險局,2. 支付殯葬費的證明文件是指什麼？ 
勞動部勞工保險局,3. 早產的定義是什麼？
勞動部勞工保險局,2.職業訓練機構被保險人之最低及最高職災保險投保薪資級距為何？
勞動部勞工保險局,11. 國保生育給付網路申辦作業相關Q&A 
勞動部勞工保險局,3.職業訓練機構未依規定為受訓學員加保職災保險或未覈實申報投保薪資，有無罰則規定？
勞動部勞工保險局,5. 我只參加國保1天就生產了，可以請領國保的生育給付嗎？如果我之前懷孕是在參加其他社會保險（勞保或農保）期間，也符合請領其他社會保險（勞保或農保）生育給付的條件，是兩邊都可以領嗎？
勞動部勞工保險局,1.職業訓練機構被保險人加保職災保險，保險效力自何時起算？
勞動部勞工保險局,4.漁會甲類會員如有僱工從事漁撈工作，還可以由漁會加保職災保險嗎？
勞動部勞工保險局,3.職業工人（漁民）另受僱於登記有案之事業單位，其職災保險應如何加保？
勞動部勞工保險局,2.工、漁會被保險人加保職災保險，加保生效日自何時起算？
勞動部勞工保險局,職業工會辦理職災保險特別加保業務
勞動部勞工保險局,7.職業工會、漁會被保險人未繳納職災保險費，會不會被罰滯納金？又滯納金的計算方式是否與勞工保險費不同？
勞動部勞工保險局,3. 對於勞保局核定國民年金案件不服時，是否有行政救濟管道？
勞動部勞工保險局,6.職業工會、漁會被保險人負擔之保險費如何計算？繳納期限為何？
勞動部勞工保險局,1.工、漁會會員如同時符合勞保條例及災保法之納保對象，工、漁會可以為其申報僅參加勞工保險或僅參加職業災害保險嗎？
勞動部勞工保險局,5.繳款單寄至何處？
勞動部勞工保險局,8.職業工會、漁會應於何時繳納代收之職災保險費？如何繳納？
勞動部勞工保險局,5.職業工會、漁會被保險人應如何申報職災保險投保薪資？
勞動部勞工保險局,申報方式及保險效力
勞動部勞工保險局,2.收到通知要辦理什麼手續？
勞動部勞工保險局,4. 如果已開立勞保給付、就業保險給付、國民年金、勞退(月退)、農退儲金及老農津貼等專戶，是否可供存入職災保險給付款項？
勞動部勞工保險局,2. 開立職災保險專戶有什麼好處？ 
勞動部勞工保險局,3. 要如何申請開立職災保險專戶？
勞動部勞工保險局,6.哪些醫療機構有辦理預防職業病健康檢查？
勞動部勞工保險局,5.至勞工特殊體格及健康檢查認可醫療機構接受健康檢查時要注意哪些事項？
勞動部勞工保險局,委託職業工會代辦職災保險業務
勞動部勞工保險局,3.家事移工每月職保保險費多少？
勞動部勞工保險局,2.如何辦理申請預防職業病健康檢查？
勞動部勞工保險局,4. 農民職災保險的保險費負擔情形是如何？
勞動部勞工保險局,1.何謂預防職業病健康檢查？
勞動部勞工保險局,1.為何會收到家事移工簡便加保通知？
勞動部勞工保險局,5. 參加農民健康保險之身心障礙者，個人應繳納之保險費金額有減免補助嗎？
勞動部勞工保險局,4. 農民健康保險被保險人的保險費應如何計算？
勞動部勞工保險局,3. 農民健康保險的保險費負擔情形是如何？
勞動部勞工保險局,2. 如果逾期未繳農保保費除了需負擔滯納金之外還會有什麼影響嗎？滯納金又是怎樣計算？
勞動部勞工保險局,1. 農民職災保險費應於何時繳納？ 
勞動部勞工保險局,1. 什麼是職災保險專戶？跟一般帳戶有何不同？
勞動部勞工保險局,身心障礙及喪葬津貼業務
勞動部勞工保險局,4.如何辦理申請預防職業病健康追蹤檢查？
勞動部勞工保險局,17. 我曾經參加勞保，現在是參加農保，在農保加保期間生小孩時，可不可以申請生育給付？
勞動部勞工保險局,16. 洗腎是不是可以申請農保身心障礙給付？是不是須要治療滿1年才可以申請？有沒有請領時效限制？
勞動部勞工保險局,15. 申請農保各項給付是不是需要委託別人辦理？若由農保代理人代為申請是不是能較快速並領到更多錢？
勞動部勞工保險局,14. 聽說勞保女性被保險人切除乳房時可請領失能給付，農保是不是也可以請領給付？
勞動部勞工保險局,13. 坊間流傳申請農保身心障礙給付可領到40幾萬元，給付標準究竟為何？
勞動部勞工保險局,12. 老王依農保條例規定，向勞保局申請農保身心障礙給付後死亡，老王的身心障礙給付應由繼承人依民法規定承領，但受領的同一順序繼承人因某些原因無法共同委任或具領時，老王的身心障礙給付要如何核發？
勞動部勞工保險局,4.何時會收到繳款單？
勞動部勞工保險局,傷病給付及就醫津貼業務
勞動部勞工保險局,10. 領了農保身心障礙給付後是否會退保？ 
勞動部勞工保險局,3.何謂預防職業病健康追蹤檢查？
勞動部勞工保險局,1. 農保保費該繳多少？該何時繳納呢？
勞動部勞工保險局,6. 農保保險給付的請求權時效為何？從可以開始請領那一天起，多久以內要提出申請？
勞動部勞工保險局,5. 我到醫院就診，但就診醫院的醫師，堅持不開身心障礙診斷書，是不是可以請勞保局協助請醫師出具？
勞動部勞工保險局,4. 我這次住院接受治療，可不可以申請醫療給付？
勞動部勞工保險局,18. 農保喪葬津貼改以簡訊通知取代書面寄送核定函Q&A
勞動部勞工保險局,7. 我參加農保，我的太太生小孩時，可不可以申請生育給付？
勞動部勞工保險局,8. 老王參加農保，不幸往生，應由誰申請喪葬津貼？如果申請人間發生糾紛不能達成協議時，該筆喪葬津貼究竟要如何核發？
勞動部勞工保險局,1. 老王罹患中風導致身體遺存障礙，是不是須要治療滿1年，才可以請領身心障礙給付?
勞動部勞工保險局,23.以具農業生產技術能力，且以區域性從事農業生產工作僅參加農民職災保險的農民，又去參加軍保、公教保、就保、勞保或其職業災害保險，還能繼續參加農民職災保險嗎如？
勞動部勞工保險局,21. 以全民健康保險第3類被保險人參加農民職災保險後，如全民健康保險第3類被保險人加保資格喪失或變更為其他類別，還能繼續參加農民職災保險嗎？
勞動部勞工保險局,20. 參加農民職災保險後，如果農保資格有問題，還能繼續參加農民職災保險嗎？
勞動部勞工保險局,19. 申請參加農民職災保險之加保效力自何時開始？
勞動部勞工保險局,18. 外籍配偶可否同時申請參加農保及農民職災保險？
勞動部勞工保險局,17. 外籍農事工可否加入農民職災保險？
勞動部勞工保險局,16. 僱用短期農工，可否為他們申報加入農民職災保險？
勞動部勞工保險局,15. 已領取勞保老年給付或公教養老給付、軍保退伍給付、國民年金保險老年年金給付的人還能參加農民職災保險嗎？
勞動部勞工保險局,14. 參加農保及農民職災保險後，又去參加勞保，還能繼續參加農保及農民職災保險嗎？
勞動部勞工保險局,13. 參加農保及農民職災保險後，又去參加公教（軍）保險，還能繼續參加農保及農民職災保險嗎？
勞動部勞工保險局,11. 農保身心障礙給付必須在生前提出申請，應如何辨別為死亡前或死亡後提出申請？
勞動部勞工保險局,11.我目前從事農業工作，也有加農保，為進一步修習其他知識還去學校上學，具有學生身分，可以申請參加農民職災保險嗎？
勞動部勞工保險局,10.目前從事農業工作同時身兼村（里）長（或鄰長），也有在加農保，可以申請參加農民職災保險嗎？
勞動部勞工保險局,9. 加入農民職災保險後，可否自願退出農民職災保險？
勞動部勞工保險局,8. 年紀已經很大，還可以申請參加農民職災保險嗎？
勞動部勞工保險局,7. 我沒有參加農保，可否自願參加農民職災保險？
勞動部勞工保險局,6. 我只想參加農保，目前不想參加農民職災保險，可以嗎？
勞動部勞工保險局,5. 我已經有參加農保了，會自動幫我納入農民職災保險嗎？
勞動部勞工保險局,4. 哪些人可以自願參加農民職災保險？
勞動部勞工保險局,3. 農民職災保險何時開始試辦？
勞動部勞工保險局,2. 農民職災保險之主管機關、保險人及投保單位？
勞動部勞工保險局,22. 以全民健康保險第3類被保險人身分僅參加農民職災保險的農民，又去參加軍保、公教保、就保、勞保或其職業災害保險，還能繼續參加農民職災保險嗎？
勞動部勞工保險局,15.農地租約之公證，該怎麼辦理?
勞動部勞工保險局,14. 102年2月1日前已參加農保且已領取相關社會保險老年給付，是否可繼續參加農保?
勞動部勞工保險局,2. 醫療院所將身心障礙診斷書逕寄勞保局，是不是已完成身心障礙給付申請？
勞動部勞工保險局,2. 被保險人未在期限內繳納農民職災保險費，會影響加保資格嗎？
勞動部勞工保險局,11. 我有加入農保，我的眷屬可以依附在我名下加保嗎?
勞動部勞工保險局,10. 我的農地和戶籍在不同縣市，可以加入農保嗎?
勞動部勞工保險局,9. 農民向農會申請參加農保，在農會尚未審查其資格前發生保險事故，可否申請保險給付？
勞動部勞工保險局,3. 被保險人有繳職災保險費但沒有繳農保保險費，可以請領職災保險給付嗎？
勞動部勞工保險局,12. 現在有勞保（公教、軍保）的人，是否可同時申請參加農保及農民職災保險？
勞動部勞工保險局,6. 我是佃農，如果我的承租契約到期地主不續約，農保資格會被取消嗎?
勞動部勞工保險局,5. 我目前參加農保，如果把戶籍遷出我的農會組織區域，會影響我的農保資格嗎?
勞動部勞工保險局,4. 我想參加農保，但我的農地是公同共有，應檢具哪些資料以認定農地面積?
勞動部勞工保險局,3. 農地面積要多大才能夠加入農保呢?
勞動部勞工保險局,7. 農保被保險人承租土地，於租約到期前死亡，其配偶不及辦理變更承租人亦相繼死亡，可否申領配偶之喪葬津貼?
勞動部勞工保險局,9. 請領身心障礙給付應準備哪些文件？
勞動部勞工保險局,1.農民職業災害保險的各項問題，可以問誰？
勞動部勞工保險局,3.參加農職保「增給傷病給付」之身心障礙被保險人，個人應繳納之保險費金額有減免補助嗎？
勞動部勞工保險局,2.被保險人參加農職保「增給傷病給付」，每月應負擔保險費20元是如何計算？
勞動部勞工保險局,13. 最近要從公司退休，如果領取勞保老年給付後，可以參加農保嗎?
勞動部勞工保險局,2.參加「增給傷害給付」者，申請農職保身心障礙給付或喪葬津貼有沒有增給？
勞動部勞工保險局,1.為什麼要試辦農民職災保險？
勞動部勞工保險局,1. 我目前參加農保，如果去公司上班，公司幫我保勞保會不會影響我的農保資格？
勞動部勞工保險局,4.參加「增給傷病給付」，就醫津貼有沒有增給？
勞動部勞工保險局,3.「增給傷病給付」的給付標準為何？與「一般傷病給付」有何不同？
勞動部勞工保險局,2.「增給傷病給付」與「一般傷病給付」請領條件是否不同？
勞動部勞工保險局,3. 請領農保身心障礙給付後被退保，老農津貼是否可繼續請領？
勞動部勞工保險局,8. 父親過世後，土地未辦理繼承，我可以拿這塊土地加保嗎? 
勞動部勞工保險局,1.參加農職保「增給傷病給付」之保險費分擔情形？
勞動部勞工保險局,12. 我想把土地過戶給別人，會影響我的農保資格嗎?
勞動部勞工保險局,2.已領取勞保老年給付（公教養老給付、軍保退伍給付、國民年金保險老年年金給付）還能以「區域從農」工作者參加農職保嗎？
勞動部勞工保險局,1.以「區域從農」參加農職保者，能不能申請農保相關給付？
勞動部勞工保險局,1.「區域從農」之被保險人申請傷病給付及就醫津貼要準備哪些文件？如何申請？
勞動部勞工保險局,1.「區域從農」的農民參加農職保，須符合哪些條件？
勞動部勞工保險局,5.傷病給付分為「一般傷病給付」與「增給傷病給付」，農民於請領傷病給付時，應如何適用？
勞動部勞工保險局,1. 農保的各項問題，可以問誰？
勞動部勞工保險局,1.行政院農業委員會(下稱農委會)110年推動農民職業災害保險(下稱農職保)精進措施，施行日期及包括哪些項目？
勞動部勞工保險局,3.農委會所推動農職保「提高傷病給付」之內涵為何？
勞動部勞工保險局,1. 農保各項給付的請求權時效為何？
勞動部勞工保險局,3. 110年農保條例修法前分娩，當時加保年資天數不足，是否可依新法申請給付？
勞動部勞工保險局,2. 110年農保條例修法，新舊法請求權時效怎麼適用？
勞動部勞工保險局,7. 續保之被保險人，還需要繳納保險費嗎？
勞動部勞工保險局,6. 加保農地被政府徵收，如何申請續保呢？
勞動部勞工保險局,4.「區域從農」的農民申請參加農職保，於農會召開審查會議時需要列席嗎？
勞動部勞工保險局,4. 如何申請「農保被保險人投保資料表」呢？
勞動部勞工保險局,3. 我曾以退伍青農身分加入農保，如果退保，還可以再申請加保嗎？
勞動部勞工保險局,2. 退伍青農申請參加農保，應準備哪些文件？如何申請？
勞動部勞工保險局,9. 被保險人於續保期間戶籍遷離原農會組織區域，是否仍得續保或該如何申請續保？
勞動部勞工保險局,3.「區域從農」的農民申請參加農職保，應準備哪些文件？如何申請？
勞動部勞工保險局,5. 農民罹患審查辦法第9條規定所列職業病時，如何申請農民職災保險各項給付？應準備哪些文件？
勞動部勞工保險局,4. 農民職業災害保險有哪些職業病種類？
勞動部勞工保險局,3. 農民罹患職業病分別有哪幾種給付項目可以申請？
勞動部勞工保險局,5. 我是農保被保險人，加保農地被政府徵收，致土地面積不足，還可以繼續參加農保嗎？
勞動部勞工保險局,1. 農民職業災害保險納入職業病自何時開始施行？
勞動部勞工保險局,4. 如何申請就業保險專戶？需要準備哪些文件？ 
勞動部勞工保險局,3. 就業保險專戶跟一般帳戶有何不同？
勞動部勞工保險局,2. 什麼人可以開立就業保險專戶？ 
勞動部勞工保險局,1. 什麼是就業保險專戶？ 
勞動部勞工保險局,11. 失業被保險人因個人因素願意自行放棄健保費補助，應如何處理？
勞動部勞工保險局,5.農民應如何申請參加農職保「增給傷害給付」？
勞動部勞工保險局,6. 農民屬審查辦法第9條各款以外疑似職業病時，如何申請農民職災保險各項給付？應準備哪些文件？
勞動部勞工保險局,8. 符合補助資格之失業被保險人及其眷屬，衛生福利部中央健康保險署於計收保費時如何免計全民健康保險費？
勞動部勞工保險局,7. 失業被保險人對於本局補助之眷屬資料與離職退保時眷屬加保資料不符時，應如何處理？
勞動部勞工保險局,6. 失業被保險人於非自願離職退保後，其眷屬是否均可獲得全民健康保險費之補助？
勞動部勞工保險局,8. 被保險人於續保期間參加其他社會保險或具農業以外專任職業，是否仍得續保或該如何申請續保？
勞動部勞工保險局,4. 全民健康保險法第6類之被保險人為何？
勞動部勞工保險局,3. 全民健康保險法第2條之「眷屬」規定為何？
勞動部勞工保險局,2. 離職退保時已年滿45歲或身心障礙者，最長可請領失業給付至9個月，全民健康保險保險費最長是否也補助9個月？
勞動部勞工保險局,10. 失業後健保依附在眷屬公司名下投保，惟有補助之月份仍被公司扣收健保費，應如何處理？
勞動部勞工保險局,2. 農民職業災害保險納入職業病，每月保險費是否增加？
勞動部勞工保險局,9. 補充健保費可以向勞工保險局申請補助嗎？
勞動部勞工保險局,1. 失業被保險人及其眷屬全民健康保險費補助辦法之補助月份為何？
勞動部勞工保險局,1. 已領取軍人保險退伍給付者(以下稱退伍青農)申請參加農保，須符合哪些條件？
勞動部勞工保險局,26. 有關育嬰留職停薪津貼和育嬰留職停薪繼續投保相關問題，該如何洽詢？
勞動部勞工保險局,23. 育嬰留職停薪津貼改為按月於「期初」發給相關Q&A
勞動部勞工保險局,21. 我想在育嬰留職停薪期滿後，接受政府後續的復職關懷協助，應該如何辦理?
勞動部勞工保險局,22. 試養未滿3歲兒童期間申請育嬰留職停薪津貼相關Q&A
勞動部勞工保險局,19. 如果在第一胎育嬰留職停薪期間又生了第二胎，是否可以繼續請領育嬰留職停薪津貼？
勞動部勞工保險局,24. 何時開始實施育嬰留職停薪津貼和育嬰留職停薪繼續加保兩表合一
勞動部勞工保險局,2.為什麼要增列「區域從農」之農民可參加農職保？
勞動部勞工保險局,16. 撫育之子女未在國內設籍，係持國外製作之出生證明書者，應如何申請？
勞動部勞工保險局,15. 同時受僱於2個投保單位，應如何辦理育嬰留職停薪津貼？投保薪資是否會合併計算？
勞動部勞工保險局,18. 負責人有實際從事工作並參加勞保滿1年以上的年資，可否申請育嬰留職停薪津貼？
勞動部勞工保險局,25. 申請書上方「育嬰留職停薪期間繼續投保」欄勾填的用處為何？
勞動部勞工保險局,12. 被保險人於辦理育嬰留職停薪期間如發生非自願離職，可否繼續請領育嬰留職停薪津貼？
勞動部勞工保險局,14. 曾領過滿失業給付，再申請育嬰留職停薪津貼，就業保險年資如何計算？
勞動部勞工保險局,2. 我的農地經過都市計畫編定為「非農業用地」，可以參加農保嗎?
勞動部勞工保險局,9. 請領育嬰留職停薪津貼期間另有工作得否繼續請領育嬰留職停薪津貼？
勞動部勞工保險局,8. 被保險人於請領育嬰留職停薪津貼期間回原任職單位工作1日或數日，可否繼續請領育嬰留職停薪津貼？
勞動部勞工保險局,20. 勞工於育嬰留職停薪期間同時擔任其他單位負責人，可否繼續請領育嬰留職停薪津貼？
勞動部勞工保險局,6. 父母同為被保險人，可否同時請領育嬰留職停薪津貼？
勞動部勞工保險局,7. 請領育嬰留職停薪津貼期間如已提前復職或離職，應否主動通知勞保局？
勞動部勞工保險局,17. 養子女、非婚生子女可否申請育嬰留職停薪津貼？
勞動部勞工保險局,4. 父母同時撫育1名子女並均已辦理育嬰留職停薪，可請領幾個月育嬰留職停薪津貼？
勞動部勞工保險局,3. 育嬰留職停薪津貼應於何時提出申請？
勞動部勞工保險局,10. 請領育嬰留職停薪津貼期間另在受訓單位上課，得否繼續請領育嬰留職停薪津貼？
勞動部勞工保險局,8. 被保險人非自願離職後，於職業工會辦理參加勞工保險，可否請領就業保險職業訓練生活津貼？
勞動部勞工保險局,11. 被保險人於請領育嬰留職停薪期間發生傷病事故，可否同時請領育嬰留職停薪津貼及勞保傷病給付？
勞動部勞工保險局,6. 請領職業訓練生活津貼期間，如從事兼職工作，可否繼續請領職業訓練生活津貼？
勞動部勞工保險局,5. 媽媽辦理育嬰留職停薪同時撫育雙胞胎，可請領幾個月育嬰留職停薪津貼？
勞動部勞工保險局,2. 我已經申請育嬰留職停薪津貼，會在何時領到津貼？
勞動部勞工保險局,5. 失業被保險人如何得知全民健康保險費補助月份及眷屬資料？
勞動部勞工保險局,13. 曾領滿6個月育嬰留職停薪津貼，是否會影響就業保險年資？
勞動部勞工保險局,4. 職業訓練生活津貼之請求權，有無時間限制？
勞動部勞工保險局,4. 網路申辦作業相關Q&A
勞動部勞工保險局,2. 何謂全日制職業訓練？
勞動部勞工保險局,5. 就業保險法修正施行後離職退保當時年滿45歲或身心障礙者失業給付延長至9個月，那麼職業訓練生活津貼同樣是延長至9個月嗎？
勞動部勞工保險局,1. 何謂「提早就業獎助津貼」？ 
勞動部勞工保險局,2. 再受僱參加就業保險滿3個月之年資如何計算？
勞動部勞工保險局,27. 育嬰留職停薪津貼線上申辦作業相關Q&A
勞動部勞工保險局,1. 育嬰留職停薪津貼的請領資格、給付標準及給付期間各如何？
勞動部勞工保險局,13. 扶養未成年之繼子女，可否申請加給失業給付或職業訓練生活津貼？
勞動部勞工保險局,7. 被保險人與原雇主間因離職事由發生勞資爭議，可否請領就業保險職業訓練生活津貼？
勞動部勞工保險局,10. 就業保險法修法施行後，哪些人可以請領最長至9個月的失業給付？
勞動部勞工保險局,12. 申請加給眷屬給付或津貼，要如何辦理？
勞動部勞工保險局,8. 領取失業給付者再就業時，有何規定？
勞動部勞工保險局,14. 受扶養眷屬於同一期間已請領失業給付、職業訓練生活津貼、育嬰留職停薪津貼，失業勞工可否再申請加給該受扶養眷屬之失業給付或職訓津貼？
勞動部勞工保險局,1. 何謂職業訓練生活津貼？
勞動部勞工保險局,5. 申請人與原雇主間因離職事由發生勞資爭議期間，是否可領失業給付？
勞動部勞工保險局,6. 被保險人退職並領取老年給付者，可否請領失業給付或職業訓練生活津貼？
勞動部勞工保險局,3. 請領失業給付期間，如果另有工作會不會影響請領資格？
勞動部勞工保險局,3. 提早就業獎助津貼之請求權，有無時間限制？
勞動部勞工保險局,1. 何謂非自願離職？
勞動部勞工保險局,2. 失業給付最長可以領多久？
勞動部勞工保險局,15. 夫妻兩人均請領失業給付，育有一子為未成年且無工作收入，已由先生申請加給扶養眷屬給付，太太可否再申請加給？
勞動部勞工保險局,6. 就業保險被保險人的月投保薪資應如何申報？保險費率及保險費負擔比例為何？
勞動部勞工保險局,9. 失業給付之請求權，有無時間限制？
勞動部勞工保險局,7. 投保單位未依規定申報員工參加就業保險，或低報員工的就業保險投保薪資，或未依規定負擔員工就業保險費，有無罰則? 
勞動部勞工保險局,3. 我們公司僱用員工未滿5人，是不是就不用幫員工加保了呢？
勞動部勞工保險局,2. 我已經有勞保了，還需要參加就業保險嗎?
勞動部勞工保險局,11. 失業勞工符合什麼條件才能加給眷屬給付或津貼？可加給多少？
勞動部勞工保險局,4. 我們公司有員工快要滿65歲了，需要幫他辦理就業保險退保手續嗎？
勞動部勞工保險局,投保單位如何繳納就業保險費？
勞動部勞工保險局,就業保險法的立法意旨為何？
勞動部勞工保險局,4. 申請人在何種情形下，無法請領失業給付？
勞動部勞工保險局,"4.我每月領薪28,000元，公司只有幫我投保25,250元，可以檢舉嗎？"
勞動部勞工保險局,3.我朋友的公司沒有幫他加保，我可以幫忙檢舉嗎？
勞動部勞工保險局,5. 我有2份工作，就業保險是不是2邊都要加保呢？
勞動部勞工保險局,1.我的公司只有僱用我1位員工，老闆說不用幫我加保，這是對的嗎？
勞動部勞工保險局,投保單位未參加勞工保險，僅參加就業保險及職災保險時，其保險費應如何繳納？
勞動部勞工保險局,提報檢舉案應注意事項及具備資料
勞動部勞工保險局,1.我想檢舉，請問有何種管道？
勞動部勞工保險局,43. 農民使用網路線上申辦老農津貼作業相關Q&A
勞動部勞工保險局,8. 我是美髮沙龍店的建教合作生，需要參加就業保險嗎?
勞動部勞工保險局,3. 職業訓練期間中途離訓或退訓者，或訓練時間逾1個月之畸零日數（未滿30日），職業訓練生活津貼如何計算？
勞動部勞工保險局,40. 於最近3年內每年居住超過183日之出國天數如何計算？
勞動部勞工保險局,41. 老農津貼申領人是否會因為被子女申報為扶養親屬而喪失其請領資格？
勞動部勞工保險局,7. 就業保險年資重行起算是否會影響勞保老年給付？
勞動部勞工保險局,39. 如果曾申請開立勞保老年年金、國民年金、農民退休儲金等專戶是否可供存入老農津貼款項？
勞動部勞工保險局,37. 我要到那裡申請開立老農津貼專戶？
勞動部勞工保險局,2.我的公司沒有幫我保勞（就、職）保，該如何申訴呢？
勞動部勞工保險局,34. 已合格領取老農津貼者，如嗣後將戶籍遷出原農會組織區域，可否繼續領取老農津貼？
勞動部勞工保險局,5.我發現我們公司多扣我勞保費，該怎麼檢舉呢？
勞動部勞工保險局,44. 漁民使用網路線上申辦老農津貼作業相關Q&A
勞動部勞工保險局,31. 修法後提出申請時因農保年資未滿15年以上而不符老農津貼申領資格，至農保年資滿15年時，是否需重新提出申請？
勞動部勞工保險局,36. 開立老農津貼專戶有什麼好處？ 
勞動部勞工保險局,29. 修法後農保年資合計6個月以上未滿15年可領半額津貼之條件？
勞動部勞工保險局,33. 農民請領老農津貼之農保加保年資從6個月延長到15年者，之後來申請老農津貼是否還需要排富?
勞動部勞工保險局,32. 農民請領老農津貼之農保加保年資從6個月延長到15年，已領取過社會保險老年給付者，當農保加保年資年滿15年時，是否也可領取老農津貼？
勞動部勞工保險局,26. 有 1 間農舍及另 1 間價值600 萬元唯一自住的房屋，是否將被排富？
勞動部勞工保險局,38. 我的帳戶因為債務糾紛被法院裁定列為扣押戶，該如何申請老農津貼專戶讓老農津貼不被扣押？
勞動部勞工保險局,24. 原已合格領取老農津貼者，因排富因素停止發給，如果後來被排富的不合格原因已消失，是否需重新提出申請？ 
勞動部勞工保險局,23. 提出申請時因土地房屋的價值合計達500萬元而不符老農津貼申領資格，如果經過異動後已未達500萬元，是否需重新提出申請？
勞動部勞工保險局,22. 接到勞工保險局核定不合格之通知後，如有符合「農業用地」、「農舍」或「無農舍且實際居住之唯一房屋」之認定標準得予扣除其價值者，應檢附哪些資料送勞工保險局審核？
勞動部勞工保險局,21. 所得及土地房屋價值之查詢管道？
勞動部勞工保險局,20. 共同持有之土地房屋應如何計算其價值？
勞動部勞工保險局,28. 老農津貼暫行條例103年6月27日修正之第3條規定的適用對象？
勞動部勞工保險局,27. 沒有農舍，只有自住房屋一棟500萬元，另有建地一筆公告現值300萬元，是否將被排富？
勞動部勞工保險局,19. 何謂「農舍」？
勞動部勞工保險局,16. 老農津貼排富規定實施時間及適用對象？
勞動部勞工保險局,15. 老農津貼發放金額，未來每4年將如何調整？
勞動部勞工保險局,14. 老農津貼自何時開始發放？此期間發放金額調整之時點為何？
勞動部勞工保險局,35. 什麼是老農津貼專戶？跟一般帳戶有何不同？
勞動部勞工保險局,1. 哪些人應該參加就業保險呢？
勞動部勞工保險局,18. 何謂「農業用地」？ 
勞動部勞工保險局,10. 老年農民福利津貼暫行條例第4條第7項規定已領取社會保險老年給付者，於87年11月13日後，再加入農民健康保險者或加入勞工保險之漁會甲類會員，不適用本條例之規定。其中已領取「社會保險老年給付」者，包括哪些保險給付？
勞動部勞工保險局,12. 我在年滿66歲時才提出老農津貼的申請，請問可否追溯補發之前未領取之津貼？ 
